clueweb12-0000tw-00-00000	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00001	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00002	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00003	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00004	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q190>
clueweb12-0000tw-00-00008	Holy Spirit	<http://www.wikidata.org/entity/Q37302>
clueweb12-0000tw-00-00009	Walt Disney World	<http://www.wikidata.org/entity/Q206859>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q206859>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q206859>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q206859>
clueweb12-0000tw-00-00009	Disney Princess	<http://www.wikidata.org/entity/Q1140303>
clueweb12-0000tw-00-00009	Disney	<http://www.wikidata.org/entity/Q7414>
clueweb12-0000tw-00-00009	World series	<http://www.wikidata.org/entity/Q265538>
clueweb12-0000tw-00-00013	HIV Aids	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00013	HIV AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00013	Acquired Immune Deficiency Syndrome	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00014	Acquired Immune Deficiency Syndrome	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00015	Tinnitus	<http://www.wikidata.org/entity/Q192309>
clueweb12-0000tw-00-00015	Tinnitus	<http://www.wikidata.org/entity/Q192309>
clueweb12-0000tw-00-00015	Internet	<http://www.wikidata.org/entity/Q75>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00016	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00017	AIDS	<http://www.wikidata.org/entity/Q12199>
clueweb12-0000tw-00-00018	Berlin	<http://www.wikidata.org/entity/Q64>
clueweb12-0000tw-00-00018	CCR5	<http://www.wikidata.org/entity/Q418404>
clueweb12-0000tw-00-00019	United States	<http://www.wikidata.org/entity/Q30>
clueweb12-0000tw-00-00019	US	<http://www.wikidata.org/entity/Q30>
clueweb12-0000tw-00-00019	US	<http://www.wikidata.org/entity/Q30>
clueweb12-0000tw-00-00019	Medicaid	<http://www.wikidata.org/entity/Q1141363>
clueweb12-0000tw-00-00019	CDC	<http://www.wikidata.org/entity/Q583725>
clueweb12-0000tw-00-00019	National Institute of Mental Health	<http://www.wikidata.org/entity/Q1967405>
clueweb12-0000tw-00-00019	NIMH	<http://www.wikidata.org/entity/Q1967405>
clueweb12-0000tw-00-00019	NIMH	<http://www.wikidata.org/entity/Q1967405>
clueweb12-0000tw-00-00020	Healthcare Management	<http://www.wikidata.org/entity/Q1137608>
clueweb12-0000tw-00-00020	Bachelors	<http://www.wikidata.org/entity/Q516445>
clueweb12-0000tw-00-00022	California	<http://www.wikidata.org/entity/Q99>
clueweb12-0000tw-00-00022	Alzheimer	<http://www.wikidata.org/entity/Q11081>
clueweb12-0000tw-00-00023	Americans	<http://www.wikidata.org/entity/Q30>
clueweb12-0000tw-00-00024	Newspaper	<http://www.wikidata.org/entity/Q11032>
clueweb12-0000tw-00-00024	Kansas City	<http://www.wikidata.org/entity/Q41819>
clueweb12-0000tw-00-00025	House	<http://www.wikidata.org/entity/Q3947>
clueweb12-0000tw-00-00026	Palliative Care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative Care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	Palliative care	<http://www.wikidata.org/entity/Q29483>
clueweb12-0000tw-00-00026	New Zealand	<http://www.wikidata.org/entity/Q664>
clueweb12-0000tw-00-00026	New Zealand	<http://www.wikidata.org/entity/Q664>
clueweb12-0000tw-00-00026	New Zealand	<http://www.wikidata.org/entity/Q664>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United	<http://www.wikidata.org/entity/Q174769>
clueweb12-0000tw-00-00027	United Healthcare	<http://www.wikidata.org/entity/Q2103926>
clueweb12-0000tw-00-00027	United HealthCare	<http://www.wikidata.org/entity/Q2103926>
clueweb12-0000tw-00-00027	United HealthCare	<http://www.wikidata.org/entity/Q2103926>
clueweb12-0000tw-00-00027	United HealthCare	<http://www.wikidata.org/entity/Q2103926>
clueweb12-0000tw-00-00027	United HealthCare	<http://www.wikidata.org/entity/Q2103926>
clueweb12-0000tw-00-00028	Breast	<http://www.wikidata.org/entity/Q9103>
clueweb12-0000tw-00-00028	Susan G. Komen	<http://www.wikidata.org/entity/Q246898>
clueweb12-0000tw-00-00028	Charlotte	<http://www.wikidata.org/entity/Q16565>
clueweb12-0000tw-00-00028	Estee Lauder	<http://www.wikidata.org/entity/Q285493>
clueweb12-0000tw-00-00028	Pink	<http://www.wikidata.org/entity/Q429220>
clueweb12-0000tw-00-00028	Breast Cancer	<http://www.wikidata.org/entity/Q128581>
clueweb12-0000tw-00-00029	Austin	<http://www.wikidata.org/entity/Q16559>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q1209744>
